,Dimer ID,Time (ps),Mean Distance,Centroid Distance,Distance of Wing Roots,Angle of Wing1,Angle of Wing2,Theta_n,Theta_w
386,H,38.6,14.32,5.68,10.2,97.31,98.64,3.6,167.24
387,H,38.7,14.33,5.7,10.27,97.0,97.28,2.87,166.77
388,H,38.8,14.31,5.7,10.34,96.73,96.12,1.7,166.97
389,H,38.9,14.3,5.68,10.36,95.9,95.01,2.35,166.39
390,H,39.0,14.24,5.64,10.39,95.51,93.85,2.99,165.21
391,H,39.1,14.18,5.56,10.32,95.6,94.23,2.8,164.26
392,H,39.2,14.13,5.49,10.18,95.75,94.89,2.54,164.34
393,H,39.3,14.11,5.42,10.07,96.42,95.52,1.44,164.94
394,H,39.4,14.11,5.39,10.0,97.12,95.95,1.78,165.52
395,H,39.5,14.14,5.38,10.01,97.71,95.68,2.16,165.39
396,H,39.6,14.22,5.39,10.02,98.12,95.53,2.09,165.88
397,H,39.7,14.26,5.4,10.03,98.63,95.53,2.45,166.53
398,H,39.8,14.3,5.42,10.03,99.19,96.41,2.65,166.27
399,H,39.9,14.3,5.43,9.98,98.77,97.94,2.4,166.59
400,H,40.0,14.3,5.42,9.9,99.03,99.32,2.33,166.71
401,H,40.1,14.27,5.43,9.89,98.7,99.96,2.9,166.12
402,H,40.2,14.29,5.46,9.98,97.48,99.02,3.17,165.69
403,H,40.3,14.28,5.49,10.11,96.47,97.35,2.98,165.61
404,H,40.4,14.23,5.52,10.18,95.92,97.01,2.5,166.52
405,H,40.5,14.2,5.52,10.15,95.4,97.62,2.59,166.45
406,H,40.6,14.17,5.52,10.12,94.75,98.8,3.54,165.81
407,H,40.7,14.16,5.55,10.15,93.35,99.56,4.59,165.81
408,H,40.8,14.18,5.59,10.22,92.24,99.85,5.44,166.0
409,H,40.9,14.25,5.63,10.37,91.44,99.01,6.15,166.02
410,H,41.0,14.25,5.63,10.33,91.86,98.19,5.55,166.1
411,H,41.1,14.25,5.6,10.31,93.19,98.46,5.29,166.41
412,H,41.2,14.21,5.55,10.19,93.81,99.19,5.36,167.08
413,H,41.3,14.22,5.51,10.08,94.07,100.15,5.43,167.72
414,H,41.4,14.25,5.49,10.08,93.63,100.45,4.25,168.12
415,H,41.5,14.24,5.47,10.13,92.56,99.98,3.48,168.57
416,H,41.6,14.24,5.43,10.09,92.59,99.99,2.25,169.02
417,H,41.7,14.23,5.39,10.07,93.53,98.86,2.19,169.14
418,H,41.8,14.19,5.35,10.01,94.11,98.77,2.35,168.99
419,H,41.9,14.17,5.32,9.92,94.96,99.17,3.02,168.78
420,H,42.0,14.16,5.31,9.96,94.0,99.28,2.98,168.66
421,H,42.1,14.16,5.33,9.95,93.18,99.51,4.3,168.39
422,H,42.2,14.2,5.39,10.14,91.11,99.11,4.23,168.25
423,H,42.3,14.18,5.46,10.24,90.24,98.56,4.81,168.48
424,H,42.4,14.22,5.5,10.28,90.87,99.07,5.27,168.47
425,H,42.5,14.23,5.55,10.14,92.71,99.97,5.7,168.0
426,H,42.6,14.24,5.6,10.14,93.65,100.49,5.51,168.06
427,H,42.7,14.29,5.64,10.18,94.32,100.43,3.85,168.68
428,H,42.8,14.3,5.67,10.26,94.22,100.37,3.97,168.12
429,H,42.9,14.31,5.67,10.27,93.58,100.52,4.27,167.93
430,H,43.0,14.29,5.63,10.26,93.48,100.67,3.95,167.92
431,H,43.1,14.23,5.55,10.2,94.57,99.96,3.24,167.9
432,H,43.2,14.16,5.48,10.04,95.09,99.9,3.64,167.56
433,H,43.3,14.17,5.43,10.02,95.5,99.72,3.97,167.96
434,H,43.4,14.12,5.41,10.03,95.16,98.57,4.53,167.82
435,H,43.5,14.14,5.41,10.12,94.25,97.71,3.66,167.2
436,H,43.6,14.16,5.42,10.13,93.46,97.55,4.03,166.02
437,H,43.7,14.2,5.44,10.12,93.84,97.84,4.53,165.48
438,H,43.8,14.23,5.47,10.09,94.95,98.73,3.94,165.86
439,H,43.9,14.26,5.5,10.1,95.56,98.37,2.86,166.5
440,H,44.0,14.28,5.51,10.1,96.7,98.09,1.52,166.58
441,H,44.1,14.29,5.52,10.03,97.15,99.07,0.87,166.15
442,H,44.2,14.3,5.54,10.13,96.29,98.73,1.22,165.85
443,H,44.3,14.3,5.54,10.11,96.04,99.03,0.36,165.86
444,H,44.4,14.28,5.54,10.14,96.2,98.73,1.4,165.93
445,H,44.5,14.25,5.52,10.11,96.41,98.16,0.82,165.08
446,H,44.6,14.25,5.5,10.05,96.71,98.5,1.44,165.03
447,H,44.7,14.21,5.49,10.09,96.49,97.8,3.46,164.32
448,H,44.8,14.19,5.49,10.1,96.14,96.89,4.67,164.33
449,H,44.9,14.2,5.47,10.15,95.18,96.95,5.2,164.45
450,H,45.0,14.17,5.45,10.12,94.65,97.2,5.44,164.8
451,H,45.1,14.14,5.43,10.08,95.94,97.2,5.39,164.4
452,H,45.2,14.15,5.43,10.02,96.99,97.21,5.27,164.49
453,H,45.3,14.21,5.46,10.04,97.72,96.66,5.78,164.79
454,H,45.4,14.23,5.49,10.05,99.07,96.41,5.75,165.22
455,H,45.5,14.26,5.52,10.08,99.91,96.57,5.94,165.33
456,H,45.6,14.28,5.54,10.04,99.94,96.76,4.95,166.11
457,H,45.7,14.31,5.56,10.09,100.16,97.04,5.21,166.25
458,H,45.8,14.3,5.58,10.09,100.74,96.82,4.34,167.42
459,H,45.9,14.32,5.59,10.17,100.22,94.71,3.07,167.26
460,H,46.0,14.3,5.58,10.21,99.75,93.4,2.67,167.92
461,H,46.1,14.23,5.54,10.2,99.93,92.59,2.6,168.35
462,H,46.2,14.2,5.49,10.14,100.12,91.73,4.17,168.26
463,H,46.3,14.14,5.43,10.14,98.92,91.76,4.53,168.28
464,H,46.4,14.1,5.39,10.09,98.14,91.67,3.28,168.56
465,H,46.5,14.11,5.37,10.14,98.14,91.23,4.4,168.07
466,H,46.6,14.16,5.38,10.11,98.36,91.06,6.12,167.88
467,H,46.7,14.16,5.38,10.12,99.14,91.48,6.39,167.67
468,H,46.8,14.2,5.39,10.06,100.65,91.66,6.45,167.75
469,H,46.9,14.2,5.41,10.03,100.91,92.1,6.15,168.32
470,H,47.0,14.27,5.44,9.99,101.23,93.44,6.8,167.77
471,H,47.1,14.26,5.48,10.05,100.96,93.87,6.6,167.64
472,H,47.2,14.31,5.52,10.14,99.8,93.22,6.84,167.46
473,H,47.3,14.29,5.54,10.19,99.12,93.6,5.87,167.54
474,H,47.4,14.25,5.54,10.19,99.43,93.37,5.55,167.75
475,H,47.5,14.21,5.53,10.16,99.51,92.63,5.08,167.52
476,H,47.6,14.2,5.52,10.16,99.81,92.47,3.71,167.88
477,H,47.7,14.17,5.54,10.18,99.11,92.45,3.42,167.52
478,H,47.8,14.2,5.56,10.29,98.26,92.39,3.42,167.43
479,H,47.9,14.23,5.6,10.32,97.98,92.74,3.18,166.97
480,H,48.0,14.22,5.61,10.32,97.88,93.51,3.12,167.22
481,H,48.1,14.22,5.6,10.19,99.42,94.96,2.7,167.03
482,H,48.2,14.24,5.6,10.15,100.79,94.93,2.67,166.42
483,H,48.3,14.24,5.59,10.07,101.39,95.23,2.14,166.1
484,H,48.4,14.25,5.59,10.13,101.47,95.57,2.14,165.9
485,H,48.5,14.3,5.61,10.18,100.7,95.04,2.42,165.79
486,H,48.6,14.31,5.59,10.19,99.6,95.81,2.54,165.8
487,H,48.7,14.3,5.54,10.09,99.6,97.83,2.02,165.58
488,H,48.8,14.23,5.47,9.96,99.18,98.3,1.43,165.17
489,H,48.9,14.25,5.44,9.94,99.35,98.1,2.13,164.89
490,H,49.0,14.2,5.44,10.02,98.04,97.57,3.2,164.62
491,H,49.1,14.2,5.45,10.11,97.04,96.33,3.23,164.69
492,H,49.2,14.19,5.45,10.18,95.47,95.51,3.6,164.35
493,H,49.3,14.21,5.44,10.12,94.93,96.42,4.42,163.75
494,H,49.4,14.15,5.45,10.09,94.45,98.07,5.43,164.06
495,H,49.5,14.19,5.47,10.06,94.43,98.47,5.99,164.03
496,H,49.6,14.2,5.5,10.13,93.96,98.24,6.49,164.07
497,H,49.7,14.26,5.54,10.16,94.62,97.82,6.95,164.3
498,H,49.8,14.29,5.57,10.25,94.67,97.14,7.3,163.93
499,H,49.9,14.31,5.58,10.22,95.37,96.54,7.19,164.73
500,H,50.0,14.28,5.56,10.18,95.77,97.3,8.16,165.04
501,H,50.1,14.24,5.52,10.12,95.87,98.59,7.88,165.85
502,H,50.2,14.22,5.49,10.05,95.35,99.59,7.65,166.17
503,H,50.3,14.2,5.47,10.05,95.3,99.5,7.45,166.88
504,H,50.4,14.18,5.47,10.1,93.89,98.45,6.09,167.47
505,H,50.5,14.19,5.47,10.19,94.17,97.07,4.72,168.07
506,H,50.6,14.16,5.46,10.15,94.52,97.17,4.38,168.39
507,H,50.7,14.14,5.45,10.12,94.71,97.73,4.64,169.05
508,H,50.8,14.16,5.45,10.08,94.52,98.85,4.21,169.11
509,H,50.9,14.19,5.46,10.09,93.93,99.33,3.65,169.34
510,H,51.0,14.21,5.49,10.12,92.67,100.09,3.36,169.03
511,H,51.1,14.27,5.52,10.19,92.78,100.23,3.72,169.53
512,H,51.2,14.29,5.54,10.2,92.95,99.96,5.03,169.11
513,H,51.3,14.26,5.53,10.12,94.22,100.21,5.01,168.78
514,H,51.4,14.26,5.51,10.04,95.17,100.86,5.29,168.64
515,H,51.5,14.26,5.5,10.07,94.65,100.36,6.4,167.97
516,H,51.6,14.24,5.5,10.1,93.51,100.3,6.0,167.69
517,H,51.7,14.24,5.51,10.2,92.14,99.64,6.12,168.14
518,H,51.8,14.23,5.5,10.23,90.97,99.02,6.04,168.08
519,H,51.9,14.21,5.47,10.23,90.87,98.2,6.59,167.55
520,H,52.0,14.15,5.43,10.15,91.5,98.0,5.43,167.48
521,H,52.1,14.15,5.42,10.15,91.85,97.69,5.88,166.92
522,H,52.2,14.17,5.42,10.19,92.34,97.09,4.87,166.83
523,H,52.3,14.15,5.44,10.15,93.15,97.07,3.97,167.09
524,H,52.4,14.19,5.46,10.17,93.38,97.99,3.59,166.26
525,H,52.5,14.23,5.49,10.18,94.15,98.47,2.44,166.29
526,H,52.6,14.25,5.51,10.07,96.49,99.79,1.46,166.38
527,H,52.7,14.27,5.54,10.02,97.31,100.68,1.8,166.49
528,H,52.8,14.31,5.59,10.04,97.66,100.73,3.11,166.0
529,H,52.9,14.34,5.63,10.07,98.44,100.8,1.93,165.72
530,H,53.0,14.34,5.65,10.17,97.69,99.99,2.41,164.73
531,H,53.1,14.31,5.65,10.17,97.1,98.9,2.43,164.34
532,H,53.2,14.29,5.61,10.19,96.86,98.38,1.9,163.98
533,H,53.3,14.2,5.55,10.1,96.54,98.17,2.28,163.89
534,H,53.4,14.16,5.48,10.09,96.18,97.8,2.32,164.04
535,H,53.5,14.14,5.45,10.09,96.07,97.17,2.15,164.16
536,H,53.6,14.13,5.45,10.08,96.37,96.22,3.36,163.66
537,H,53.7,14.16,5.45,10.13,96.08,95.88,4.25,163.78
538,H,53.8,14.22,5.45,10.12,96.9,95.86,4.01,163.93
539,H,53.9,14.23,5.46,10.08,98.04,95.82,4.47,163.64
540,H,54.0,14.23,5.48,10.02,99.5,95.06,5.5,164.21
541,H,54.1,14.3,5.51,10.06,101.16,94.77,5.77,164.69
542,H,54.2,14.3,5.53,10.09,101.25,93.56,6.49,164.83
543,H,54.3,14.31,5.53,10.13,101.32,93.37,9.29,163.82
544,H,54.4,14.28,5.52,10.05,102.06,93.3,8.01,164.29
545,H,54.5,14.27,5.5,10.08,101.62,92.78,7.16,164.83
546,H,54.6,14.2,5.47,10.05,102.61,92.1,6.55,165.84
547,H,54.7,14.17,5.45,10.06,102.94,91.25,6.22,165.69
548,H,54.8,14.17,5.45,10.1,102.43,90.22,5.11,166.88
549,H,54.9,14.13,5.47,10.11,102.74,90.49,5.13,167.56
550,H,55.0,14.14,5.48,10.11,102.9,91.25,4.84,168.15
551,H,55.1,14.16,5.49,10.11,101.31,92.06,5.18,168.67
552,H,55.2,14.2,5.5,10.12,101.57,93.07,4.41,168.99
553,H,55.3,14.18,5.53,10.09,101.7,94.07,4.27,169.7
554,H,55.4,14.26,5.57,10.13,101.02,93.99,5.08,170.05
555,H,55.5,14.3,5.59,10.18,100.56,94.68,5.85,169.69
556,H,55.6,14.3,5.58,10.14,100.26,95.46,6.08,169.2
557,H,55.7,14.28,5.57,10.13,99.02,96.15,5.73,169.48
558,H,55.8,14.3,5.54,10.13,97.84,96.95,5.82,169.36
559,H,55.9,14.27,5.51,10.13,96.59,96.96,6.62,168.96
560,H,56.0,14.21,5.47,10.13,95.04,96.11,6.59,168.93
561,H,56.1,14.2,5.43,10.18,93.67,95.86,5.82,169.65
562,H,56.2,14.16,5.38,10.22,92.61,94.67,6.45,169.61
563,H,56.3,14.1,5.33,10.12,92.69,94.65,5.43,170.15
564,H,56.4,14.08,5.3,10.07,92.6,95.08,4.98,171.0
565,H,56.5,14.13,5.29,10.09,92.25,94.67,4.28,171.37
566,H,56.6,14.12,5.3,10.09,92.06,95.34,3.93,170.47
567,H,56.7,14.17,5.33,10.14,92.12,95.88,4.51,170.14
568,H,56.8,14.24,5.38,10.18,92.14,96.05,4.18,171.27
569,H,56.9,14.28,5.42,10.17,93.04,97.41,2.92,172.4
570,H,57.0,14.28,5.43,10.09,94.55,98.18,1.8,173.14
571,H,57.1,14.29,5.44,10.0,96.01,98.87,1.12,172.91
572,H,57.2,14.29,5.47,10.09,95.54,99.0,0.68,172.65
573,H,57.3,14.27,5.51,10.15,94.62,98.64,1.5,171.9
574,H,57.4,14.26,5.55,10.26,93.06,98.48,1.45,172.24
575,H,57.5,14.24,5.56,10.31,91.83,98.03,2.24,172.34
576,H,57.6,14.16,5.55,10.28,92.04,97.99,2.78,171.63
577,H,57.7,14.12,5.53,10.22,92.71,97.77,3.82,171.09
578,H,57.8,14.16,5.56,10.29,92.45,96.95,4.8,171.22
579,H,57.9,14.19,5.6,10.34,92.62,96.76,5.46,171.74
580,H,58.0,14.22,5.61,10.4,92.75,96.78,4.94,172.38
581,H,58.1,14.28,5.61,10.32,93.17,97.36,5.32,171.37
582,H,58.2,14.27,5.58,10.23,94.29,98.45,4.97,170.48
583,H,58.3,14.24,5.53,10.11,96.71,98.66,5.39,169.86
584,H,58.4,14.24,5.5,10.01,97.74,97.77,6.68,169.15
585,H,58.5,14.27,5.48,10.07,97.87,95.79,7.71,168.26
586,H,58.6,14.27,5.46,10.14,98.36,94.61,7.73,168.15
587,H,58.7,14.25,5.44,10.17,97.71,92.99,7.58,168.04
588,H,58.8,14.24,5.39,10.11,97.1,92.39,7.66,168.02
589,H,58.9,14.18,5.32,10.05,97.7,92.2,8.65,167.29
590,H,59.0,14.12,5.28,9.98,97.95,91.47,8.85,167.37
591,H,59.1,14.14,5.28,10.07,97.99,89.83,8.04,168.01
592,H,59.2,14.14,5.3,10.12,98.27,88.29,6.28,168.44
593,H,59.3,14.13,5.33,10.18,98.63,87.15,4.55,168.31
594,H,59.4,14.15,5.35,10.18,99.24,87.7,4.9,167.4
595,H,59.5,14.17,5.39,10.16,100.02,89.01,3.4,168.02
596,H,59.6,14.19,5.44,10.11,101.14,91.22,1.64,168.49
597,H,59.7,14.23,5.5,10.05,102.18,93.37,2.28,168.29
598,H,59.8,14.3,5.6,10.12,101.98,94.03,3.52,167.76
599,H,59.9,14.37,5.68,10.2,102.05,94.64,4.5,167.63
600,H,60.0,14.39,5.73,10.27,102.12,94.9,6.31,166.51
601,H,60.1,14.37,5.74,10.23,102.0,95.4,5.41,166.71
602,H,60.2,14.34,5.71,10.22,101.97,96.44,5.8,166.13
603,H,60.3,14.25,5.64,10.1,101.74,97.15,6.91,165.12
604,H,60.4,14.19,5.59,10.05,101.25,96.55,6.62,164.49
605,H,60.5,14.17,5.56,10.12,100.1,95.61,6.57,165.31
606,H,60.6,14.14,5.53,10.18,98.95,94.31,6.48,165.64
607,H,60.7,14.14,5.51,10.23,98.79,93.01,5.54,165.87
608,H,60.8,14.14,5.47,10.16,98.55,93.17,5.46,165.9
609,H,60.9,14.16,5.45,10.09,98.94,93.88,5.52,166.21
610,H,61.0,14.18,5.45,10.06,99.5,94.3,4.77,166.72
611,H,61.1,14.24,5.46,10.06,99.32,94.72,3.98,167.03
612,H,61.2,14.29,5.47,10.12,99.05,93.85,1.69,167.35
613,H,61.3,14.31,5.45,10.12,99.51,93.61,0.84,166.89
614,H,61.4,14.28,5.43,10.03,99.5,94.13,0.94,166.52
615,H,61.5,14.28,5.4,9.98,99.92,94.12,1.27,166.53
616,H,61.6,14.25,5.38,9.98,100.02,94.44,0.77,166.95
617,H,61.7,14.23,5.39,10.0,99.31,94.21,1.38,167.36
618,H,61.8,14.23,5.42,10.07,98.77,93.31,2.03,167.16
619,H,61.9,14.22,5.44,10.15,97.9,92.9,3.26,166.59
620,H,62.0,14.2,5.46,10.19,97.2,92.56,3.42,166.45
621,H,62.1,14.18,5.48,10.2,97.22,92.4,3.27,166.61
622,H,62.2,14.18,5.5,10.23,97.18,92.73,4.14,166.6
623,H,62.3,14.18,5.53,10.25,97.43,93.58,4.45,166.87
624,H,62.4,14.19,5.56,10.15,98.95,94.26,5.62,166.45
625,H,62.5,14.21,5.6,10.18,99.51,94.62,6.08,166.44
626,H,62.6,14.27,5.63,10.17,100.62,95.32,6.22,166.65
627,H,62.7,14.29,5.67,10.24,100.86,95.39,6.08,167.42
628,H,62.8,14.32,5.69,10.22,101.78,95.11,6.61,167.89
629,H,62.9,14.3,5.68,10.2,102.69,95.58,6.56,168.1
630,H,63.0,14.29,5.66,10.14,103.46,95.35,7.63,167.43
631,H,63.1,14.26,5.62,10.11,103.36,94.86,7.82,166.8
632,H,63.2,14.22,5.57,10.07,103.04,94.2,6.87,167.15
633,H,63.3,14.16,5.52,10.15,101.95,92.4,6.44,167.22
634,H,63.4,14.13,5.47,10.08,101.91,91.82,5.74,167.27
635,H,63.5,14.11,5.43,10.09,101.86,91.46,6.41,166.92
636,H,63.6,14.12,5.42,10.04,101.63,91.89,5.7,167.74
637,H,63.7,14.17,5.44,10.08,101.14,92.84,4.79,167.83
638,H,63.8,14.24,5.49,10.08,100.66,93.45,3.24,167.95
639,H,63.9,14.31,5.53,10.12,100.52,94.13,1.33,168.48
640,H,64.0,14.37,5.55,10.11,100.21,95.24,1.36,168.12
641,H,64.1,14.35,5.55,10.1,99.88,95.62,2.11,166.86
642,H,64.2,14.38,5.54,10.05,99.57,95.8,3.34,166.75
643,H,64.3,14.34,5.51,10.08,98.29,95.85,4.31,166.66
644,H,64.4,14.31,5.47,10.08,97.59,95.8,4.81,166.67
645,H,64.5,14.23,5.43,10.06,96.74,95.17,6.39,166.5
646,H,64.6,14.19,5.38,10.1,95.67,94.8,7.4,165.85
647,H,64.7,14.14,5.35,10.11,94.82,94.27,7.94,164.97
648,H,64.8,14.11,5.35,10.13,94.38,93.54,9.29,164.9
649,H,64.9,14.09,5.37,10.18,93.81,93.76,8.99,164.91
650,H,65.0,14.08,5.39,10.18,93.99,94.5,7.96,164.77
651,H,65.1,14.1,5.41,10.11,95.12,95.58,7.43,164.65
652,H,65.2,14.11,5.44,10.04,96.87,96.59,8.22,164.31
653,H,65.3,14.19,5.5,10.04,98.18,97.74,6.68,164.89
654,H,65.4,14.23,5.58,10.1,98.36,98.48,6.79,165.12
655,H,65.5,14.3,5.65,10.14,98.77,99.43,5.46,166.09
656,H,65.6,14.36,5.69,10.14,99.23,100.96,4.5,166.48
657,H,65.7,14.37,5.71,10.11,98.88,102.28,4.16,166.76
658,H,65.8,14.34,5.7,10.06,99.45,102.58,2.42,167.01
659,H,65.9,14.37,5.68,10.05,99.56,102.0,2.32,166.51
660,H,66.0,14.35,5.65,10.13,98.23,100.49,2.22,165.93
661,H,66.1,14.28,5.6,10.13,97.08,99.29,1.79,165.72
662,H,66.2,14.23,5.52,10.17,95.16,98.46,2.46,165.1
663,H,66.3,14.16,5.43,10.12,93.05,98.03,3.23,165.01
664,H,66.4,14.08,5.34,10.06,91.88,98.22,4.17,165.43
665,H,66.5,14.06,5.29,10.02,90.92,98.23,4.62,166.14
666,H,66.6,14.08,5.28,10.08,90.41,97.4,4.13,166.35
667,H,66.7,14.11,5.3,10.09,91.45,96.73,4.41,166.01
668,H,66.8,14.18,5.33,10.1,92.74,96.64,5.3,165.85
669,H,66.9,14.23,5.37,10.05,94.09,96.35,5.76,165.5
670,H,67.0,14.27,5.41,10.09,94.87,96.79,5.53,165.08
671,H,67.1,14.31,5.45,10.03,95.92,98.09,6.69,165.24
672,H,67.2,14.33,5.5,10.04,96.65,98.0,5.44,166.82
673,H,67.3,14.34,5.53,10.08,97.06,98.27,5.11,166.98
674,H,67.4,14.31,5.54,10.08,98.15,98.08,6.2,166.9
675,H,67.5,14.3,5.55,10.11,98.26,96.78,5.72,167.56
676,H,67.6,14.28,5.55,10.11,98.79,96.72,6.08,166.95
677,H,67.7,14.25,5.54,10.08,99.37,97.5,6.48,166.74
678,H,67.8,14.2,5.53,10.04,98.72,97.85,6.56,166.88
679,H,67.9,14.21,5.52,10.05,97.98,98.88,6.76,166.54
680,H,68.0,14.17,5.5,10.06,97.28,99.17,6.57,166.9
681,H,68.1,14.15,5.5,10.1,96.67,99.05,6.08,167.94
682,H,68.2,14.15,5.5,10.1,96.21,98.64,5.44,168.16
683,H,68.3,14.19,5.52,10.18,95.81,97.89,5.25,169.22
684,H,68.4,14.17,5.52,10.14,95.93,97.96,3.77,170.41
685,H,68.5,14.21,5.53,10.16,95.85,97.57,3.48,170.48
686,H,68.6,14.23,5.53,10.14,95.3,97.64,3.02,169.75
687,H,68.7,14.24,5.53,10.21,94.57,97.87,2.94,169.43
688,H,68.8,14.27,5.52,10.24,93.72,97.21,3.56,168.43
689,H,68.9,14.25,5.49,10.18,93.34,96.55,3.44,167.48
690,H,69.0,14.24,5.44,10.18,93.5,95.8,4.13,167.41
691,H,69.1,14.2,5.39,10.14,93.79,94.97,4.75,167.74
692,H,69.2,14.2,5.35,10.07,93.88,95.16,5.51,167.84
693,H,69.3,14.16,5.31,10.07,93.3,95.12,5.86,167.98
694,H,69.4,14.16,5.31,10.07,92.38,95.63,6.29,167.89
695,H,69.5,14.16,5.32,10.1,92.45,95.61,7.06,167.36
696,H,69.6,14.15,5.32,10.07,93.08,96.04,6.89,166.81
697,H,69.7,14.17,5.34,10.07,94.34,95.97,7.0,166.46
698,H,69.8,14.19,5.39,10.05,95.5,96.37,6.8,166.59
699,H,69.9,14.19,5.46,10.08,97.06,95.98,6.86,166.69
700,H,70.0,14.24,5.53,10.1,97.63,97.16,7.46,166.95
701,H,70.1,14.25,5.59,10.15,97.57,97.95,7.74,167.31
702,H,70.2,14.26,5.63,10.17,97.05,99.0,6.62,168.43
703,H,70.3,14.24,5.65,10.22,96.5,99.55,5.64,169.15
704,H,70.4,14.24,5.66,10.22,96.04,100.53,4.67,169.25
705,H,70.5,14.21,5.65,10.21,96.29,100.16,4.84,168.61
706,H,70.6,14.19,5.64,10.18,95.86,99.92,4.67,168.06
707,H,70.7,14.17,5.61,10.21,95.55,99.89,4.38,167.73
708,H,70.8,14.17,5.57,10.2,94.96,99.86,3.69,167.54
709,H,70.9,14.16,5.54,10.1,94.74,100.23,3.83,167.01
710,H,71.0,14.19,5.52,10.15,93.92,100.53,3.75,167.28
711,H,71.1,14.22,5.51,10.11,94.24,100.42,3.92,167.45
712,H,71.2,14.25,5.49,10.08,94.2,99.99,3.7,166.99
713,H,71.3,14.28,5.46,10.02,94.54,99.06,4.73,166.31
714,H,71.4,14.31,5.43,10.05,94.86,98.03,5.06,166.46
715,H,71.5,14.32,5.4,10.05,94.82,96.71,6.37,166.01
716,H,71.6,14.31,5.37,10.05,94.63,96.48,6.67,165.71
717,H,71.7,14.3,5.32,9.99,95.17,96.9,6.26,165.82
718,H,71.8,14.26,5.29,9.95,94.05,97.5,5.48,166.33
719,H,71.9,14.24,5.27,9.94,93.92,97.78,5.29,166.59
720,H,72.0,14.21,5.28,9.99,93.2,97.31,6.89,165.96
721,H,72.1,14.19,5.31,10.07,92.51,96.62,7.36,166.37
722,H,72.2,14.14,5.33,10.04,92.72,96.31,8.07,165.22
723,H,72.3,14.11,5.37,10.11,92.88,96.17,6.87,165.39
724,H,72.4,14.12,5.43,10.17,93.0,97.05,6.64,165.72
725,H,72.5,14.15,5.5,10.19,93.03,98.65,5.74,166.54
726,H,72.6,14.15,5.56,10.15,93.49,100.34,5.52,166.47
727,H,72.7,14.18,5.62,10.17,93.74,101.68,5.76,166.39
728,H,72.8,14.23,5.66,10.17,94.67,102.05,5.03,166.15
729,H,72.9,14.26,5.7,10.23,95.32,101.93,4.38,166.88
730,H,73.0,14.26,5.7,10.17,96.43,101.87,3.33,168.16
731,H,73.1,14.29,5.68,10.19,96.36,102.21,2.77,167.89
732,H,73.2,14.29,5.64,10.1,96.27,102.98,2.23,167.21
733,H,73.3,14.27,5.6,10.05,94.97,103.53,2.75,167.53
734,H,73.4,14.26,5.55,10.06,94.07,103.26,3.01,167.79
735,H,73.5,14.24,5.5,10.09,92.82,101.95,3.46,167.39
736,H,73.6,14.22,5.44,10.1,92.59,99.76,4.72,167.14
737,H,73.7,14.17,5.38,10.07,93.14,97.55,6.31,165.78
738,H,73.8,14.19,5.34,10.11,93.07,95.64,7.71,164.9
739,H,73.9,14.14,5.31,10.07,91.96,95.21,8.43,164.79
740,H,74.0,14.14,5.29,10.14,91.25,95.34,8.25,165.52
741,H,74.1,14.12,5.28,10.08,90.42,95.89,9.34,164.91
742,H,74.2,14.15,5.28,10.08,90.27,95.98,8.26,165.27
743,H,74.3,14.12,5.3,10.06,90.72,96.06,8.15,165.07
744,H,74.4,14.18,5.34,10.11,91.84,96.04,8.77,165.02
745,H,74.5,14.2,5.39,10.15,92.45,95.83,8.82,165.64
746,H,74.6,14.22,5.43,10.13,93.46,96.84,7.48,166.85
747,H,74.7,14.23,5.47,10.1,94.33,98.03,6.86,167.03
748,H,74.8,14.26,5.52,10.16,94.44,98.7,6.35,167.68
749,H,74.9,14.3,5.56,10.12,95.01,99.87,5.21,168.72
750,H,75.0,14.24,5.58,10.08,95.99,99.79,5.06,169.03
751,H,75.1,14.28,5.58,10.2,96.38,99.06,4.13,169.29
752,H,75.2,14.22,5.57,10.12,97.56,98.89,4.74,169.81
753,H,75.3,14.2,5.55,10.1,98.04,98.68,3.77,170.35
754,H,75.4,14.14,5.55,10.09,98.34,97.95,4.05,170.12
755,H,75.5,14.18,5.55,10.13,98.0,96.9,3.53,170.17
756,H,75.6,14.14,5.53,10.15,98.01,96.69,4.65,170.39
757,H,75.7,14.17,5.53,10.12,98.01,96.56,4.78,170.4
758,H,75.8,14.2,5.55,10.21,97.71,95.15,5.3,170.37
759,H,75.9,14.22,5.55,10.21,98.5,94.31,4.94,170.54
760,H,76.0,14.24,5.54,10.2,98.61,93.57,5.96,169.45
761,H,76.1,14.27,5.5,10.21,98.17,92.46,5.31,168.88
762,H,76.2,14.27,5.47,10.2,98.19,91.94,4.47,168.83
763,H,76.3,14.21,5.43,10.11,97.73,92.02,5.07,168.49
764,H,76.4,14.23,5.4,10.19,96.54,92.02,5.45,168.43
765,H,76.5,14.21,5.37,10.12,96.31,92.26,5.19,168.75
766,H,76.6,14.2,5.36,10.13,95.93,92.35,5.84,167.58
767,H,76.7,14.19,5.37,10.09,95.88,91.91,6.21,167.0
768,H,76.8,14.23,5.39,10.16,96.31,91.37,6.86,166.93
769,H,76.9,14.25,5.41,10.16,97.05,91.55,6.78,166.95
770,H,77.0,14.2,5.42,10.13,97.5,92.47,6.25,166.59
771,H,77.1,14.22,5.43,10.11,97.84,93.42,6.11,166.97
