,Dimer ID,Time (ps),Mean Distance,Centroid Distance,Distance of Wing Roots,Angle of Wing1,Angle of Wing2,Theta_n,Theta_w
5718,H,571.8,14.15,5.42,10.09,97.32,94.06,8.16,162.51
5719,H,571.9,14.15,5.43,10.05,98.47,94.37,7.45,162.83
5720,H,572.0,14.17,5.45,10.06,99.22,94.77,6.74,163.82
5721,H,572.1,14.18,5.49,10.07,99.32,95.75,6.14,164.55
5722,H,572.2,14.25,5.55,10.12,98.79,96.69,5.38,164.44
5723,H,572.3,14.27,5.59,10.16,98.36,96.88,5.87,164.04
5724,H,572.4,14.3,5.61,10.14,98.99,97.94,5.13,163.5
5725,H,572.5,14.3,5.61,10.13,99.8,98.15,3.95,163.56
5726,H,572.6,14.27,5.59,9.99,101.17,98.8,3.94,163.3
5727,H,572.7,14.29,5.58,10.0,101.44,98.42,2.35,163.44
5728,H,572.8,14.26,5.56,10.01,100.02,97.83,0.53,163.75
5729,H,572.9,14.29,5.56,10.14,97.08,98.35,1.4,164.44
5730,H,573.0,14.28,5.55,10.2,95.77,98.44,2.22,165.52
5731,H,573.1,14.24,5.51,10.17,95.42,98.25,3.37,166.33
5732,H,573.2,14.18,5.44,10.01,95.46,98.56,2.99,166.59
5733,H,573.3,14.16,5.39,10.04,95.31,97.81,2.66,166.7
5734,H,573.4,14.13,5.37,9.96,95.55,96.89,4.29,166.24
5735,H,573.5,14.15,5.37,10.1,94.08,95.86,4.89,166.26
5736,H,573.6,14.19,5.39,10.21,92.75,95.51,5.62,166.28
5737,H,573.7,14.17,5.41,10.18,92.79,95.79,5.63,167.21
5738,H,573.8,14.22,5.42,10.15,93.25,96.65,5.03,168.14
5739,H,573.9,14.21,5.42,10.04,94.11,97.79,5.86,169.11
5740,H,574.0,14.24,5.44,10.07,94.59,97.61,7.02,169.41
5741,H,574.1,14.22,5.47,10.17,94.52,96.34,7.25,169.91
5742,H,574.2,14.25,5.49,10.25,94.28,95.56,7.41,169.85
5743,H,574.3,14.25,5.5,10.28,92.93,95.26,7.19,170.33
5744,H,574.4,14.23,5.49,10.26,93.26,95.45,5.5,171.55
5745,H,574.5,14.2,5.46,10.17,93.85,96.0,6.22,170.72
5746,H,574.6,14.16,5.44,10.11,93.0,97.36,5.93,171.08
5747,H,574.7,14.18,5.43,10.13,92.78,97.97,6.08,172.33
5748,H,574.8,14.17,5.45,10.16,92.57,96.84,5.79,173.29
5749,H,574.9,14.22,5.45,10.27,91.75,96.35,4.79,174.96
5750,H,575.0,14.21,5.44,10.24,92.06,96.59,3.92,177.01
5751,H,575.1,14.19,5.41,10.17,93.13,96.26,3.56,177.38
5752,H,575.2,14.14,5.37,10.09,94.07,96.35,3.42,176.89
5753,H,575.3,14.15,5.37,10.07,93.68,96.34,2.69,178.02
5754,H,575.4,14.17,5.38,10.15,92.92,95.74,2.57,177.78
5755,H,575.5,14.19,5.4,10.24,92.23,94.41,2.13,177.72
5756,H,575.6,14.2,5.42,10.3,91.76,93.05,1.78,177.67
5757,H,575.7,14.19,5.41,10.3,92.14,92.43,2.95,177.25
5758,H,575.8,14.18,5.4,10.27,93.75,91.57,3.3,176.74
5759,H,575.9,14.17,5.41,10.21,95.15,90.41,4.02,176.16
5760,H,576.0,14.22,5.42,10.31,95.12,89.46,4.77,175.34
5761,H,576.1,14.22,5.45,10.3,94.7,89.18,4.88,175.34
5762,H,576.2,14.26,5.45,10.39,94.7,88.34,5.04,175.01
5763,H,576.3,14.24,5.43,10.33,94.71,89.06,5.08,174.51
5764,H,576.4,14.2,5.39,10.24,94.9,90.16,5.77,173.56
5765,H,576.5,14.18,5.34,10.15,96.2,90.2,4.76,174.34
5766,H,576.6,14.15,5.31,10.07,96.8,90.13,5.49,173.29
5767,H,576.7,14.17,5.31,10.13,96.25,90.62,5.08,173.28
5768,H,576.8,14.16,5.32,10.17,96.15,90.04,5.99,172.4
5769,H,576.9,14.19,5.33,10.2,95.63,90.49,4.37,172.51
5770,H,577.0,14.17,5.32,10.08,95.53,92.46,5.14,171.42
5771,H,577.1,14.19,5.32,10.03,95.63,94.59,4.27,171.54
5772,H,577.2,14.17,5.36,10.0,95.33,95.51,3.81,172.46
5773,H,577.3,14.22,5.39,10.13,94.79,95.47,3.84,171.91
5774,H,577.4,14.21,5.43,10.17,94.84,95.44,3.35,171.09
5775,H,577.5,14.22,5.45,10.15,94.77,95.95,2.09,170.44
5776,H,577.6,14.22,5.46,10.13,95.4,96.52,3.1,169.75
5777,H,577.7,14.21,5.47,10.05,95.8,98.16,3.28,168.89
5778,H,577.8,14.19,5.49,10.08,95.48,99.15,3.1,168.33
5779,H,577.9,14.21,5.54,10.11,94.99,100.12,2.69,167.76
5780,H,578.0,14.25,5.57,10.22,94.2,99.83,3.48,167.0
5781,H,578.1,14.23,5.6,10.17,94.13,99.73,4.72,166.15
5782,H,578.2,14.26,5.61,10.22,94.16,99.85,6.32,165.37
5783,H,578.3,14.23,5.59,10.16,94.51,99.98,7.31,164.57
5784,H,578.4,14.2,5.57,10.18,94.33,100.33,6.41,164.76
5785,H,578.5,14.16,5.54,10.1,93.83,101.83,7.07,163.81
5786,H,578.6,14.22,5.52,10.09,92.07,103.27,7.05,162.91
5787,H,578.7,14.22,5.5,10.08,91.31,104.01,6.72,162.34
5788,H,578.8,14.19,5.48,10.03,90.92,104.34,5.91,162.02
5789,H,578.9,14.21,5.47,10.03,90.96,104.23,7.29,161.26
5790,H,579.0,14.24,5.47,10.02,91.94,103.44,8.19,160.85
5791,H,579.1,14.23,5.47,9.97,93.31,103.44,6.02,161.61
5792,H,579.2,14.24,5.5,10.01,92.62,102.87,4.55,161.96
5793,H,579.3,14.3,5.52,10.12,91.9,101.66,3.06,162.93
5794,H,579.4,14.26,5.52,10.17,91.36,101.58,3.55,163.03
5795,H,579.5,14.23,5.51,10.09,91.7,102.32,3.02,163.23
5796,H,579.6,14.22,5.49,10.06,91.66,101.9,2.87,163.13
5797,H,579.7,14.2,5.47,10.02,92.25,101.57,1.88,163.08
5798,H,579.8,14.19,5.48,10.08,93.41,100.18,1.22,163.48
5799,H,579.9,14.23,5.51,10.14,93.62,98.41,1.06,164.71
5800,H,580.0,14.27,5.52,10.21,93.95,97.99,3.0,165.77
5801,H,580.1,14.23,5.5,10.16,95.14,98.42,3.24,166.78
5802,H,580.2,14.18,5.47,10.05,95.46,98.69,3.07,167.2
5803,H,580.3,14.21,5.46,10.03,96.07,99.01,2.88,168.14
5804,H,580.4,14.21,5.46,10.04,96.11,98.65,3.72,169.08
5805,H,580.5,14.19,5.49,10.14,96.5,97.13,3.79,168.95
5806,H,580.6,14.22,5.51,10.17,96.8,96.19,4.43,168.54
5807,H,580.7,14.23,5.52,10.2,97.28,95.65,4.41,169.41
5808,H,580.8,14.19,5.52,10.1,98.48,95.77,3.39,170.3
5809,H,580.9,14.2,5.51,10.1,98.47,95.73,3.61,171.09
5810,H,581.0,14.19,5.5,10.11,97.69,95.58,3.57,172.11
5811,H,581.1,14.18,5.49,10.17,97.53,94.38,4.36,171.61
5812,H,581.2,14.18,5.5,10.23,96.77,92.92,4.71,171.45
5813,H,581.3,14.2,5.49,10.3,96.65,91.18,5.01,172.06
5814,H,581.4,14.17,5.46,10.24,97.33,90.87,3.98,173.38
5815,H,581.5,14.18,5.42,10.2,98.1,90.62,3.71,174.55
5816,H,581.6,14.18,5.39,10.09,98.99,90.48,3.67,175.23
5817,H,581.7,14.17,5.36,10.1,98.46,90.47,3.2,175.03
5818,H,581.8,14.18,5.35,10.14,97.29,89.82,3.71,174.52
5819,H,581.9,14.21,5.34,10.24,96.82,88.53,4.26,174.77
5820,H,582.0,14.23,5.32,10.2,96.17,88.33,3.63,175.6
5821,H,582.1,14.19,5.28,10.14,96.19,88.79,3.21,176.27
5822,H,582.2,14.18,5.24,10.06,96.88,89.42,2.61,177.02
5823,H,582.3,14.15,5.21,10.04,96.0,89.24,2.27,178.3
5824,H,582.4,14.12,5.2,10.05,95.1,90.41,1.76,178.75
5825,H,582.5,14.1,5.2,10.07,93.91,90.34,1.57,179.29
5826,H,582.6,14.1,5.18,10.1,91.78,90.79,2.41,179.68
5827,H,582.7,14.07,5.17,10.1,90.61,91.71,2.67,179.15
5828,H,582.8,14.08,5.19,10.17,89.83,91.83,2.9,178.1
5829,H,582.9,14.12,5.23,10.2,89.6,91.99,3.63,177.14
5830,H,583.0,14.15,5.27,10.13,90.9,93.58,4.25,176.63
5831,H,583.1,14.19,5.3,10.14,91.42,94.82,4.41,175.98
5832,H,583.2,14.2,5.32,10.06,92.0,95.77,3.91,175.34
5833,H,583.3,14.21,5.35,10.12,92.4,95.7,3.16,175.11
5834,H,583.4,14.2,5.38,10.17,91.66,95.95,3.65,174.51
5835,H,583.5,14.22,5.4,10.21,92.19,95.14,4.04,173.58
5836,H,583.6,14.23,5.42,10.22,93.48,94.75,3.05,173.58
5837,H,583.7,14.16,5.42,10.18,93.9,94.87,2.52,173.55
5838,H,583.8,14.18,5.43,10.15,94.88,95.15,2.03,173.03
5839,H,583.9,14.19,5.45,10.17,95.05,95.02,2.54,172.6
5840,H,584.0,14.19,5.47,10.19,94.99,95.17,3.23,171.53
5841,H,584.1,14.22,5.49,10.22,95.21,95.33,3.64,170.09
5842,H,584.2,14.25,5.5,10.2,95.94,95.31,4.83,169.39
5843,H,584.3,14.23,5.5,10.13,97.24,95.38,4.51,168.91
5844,H,584.4,14.23,5.48,10.08,98.64,96.51,3.59,168.75
5845,H,584.5,14.23,5.46,10.03,99.33,96.84,3.15,168.79
5846,H,584.6,14.23,5.46,9.98,99.84,97.49,2.38,168.51
5847,H,584.7,14.23,5.47,9.99,99.63,98.22,2.13,167.2
5848,H,584.8,14.25,5.51,10.07,98.86,97.6,1.56,166.55
5849,H,584.9,14.28,5.54,10.14,98.72,96.93,1.15,165.59
5850,H,585.0,14.26,5.56,10.13,99.03,96.82,0.71,164.57
5851,H,585.1,14.23,5.54,10.09,99.72,96.06,1.5,163.09
5852,H,585.2,14.19,5.52,10.07,99.3,95.82,1.87,162.41
5853,H,585.3,14.16,5.51,10.11,98.39,94.98,2.4,161.89
5854,H,585.4,14.2,5.54,10.23,97.13,93.74,3.66,161.88
5855,H,585.5,14.23,5.56,10.3,96.52,93.06,3.36,162.34
5856,H,585.6,14.23,5.54,10.3,96.89,92.69,3.12,162.32
5857,H,585.7,14.23,5.5,10.15,98.49,93.58,3.09,162.32
5858,H,585.8,14.22,5.45,10.05,99.38,95.01,1.99,162.44
5859,H,585.9,14.19,5.42,9.88,100.86,95.83,0.38,161.99
5860,H,586.0,14.23,5.41,9.93,100.75,95.88,0.35,162.09
5861,H,586.1,14.25,5.4,9.94,99.84,95.61,0.42,163.04
5862,H,586.2,14.25,5.39,10.01,99.43,95.14,0.25,163.44
5863,H,586.3,14.24,5.39,9.99,99.06,95.71,0.67,164.75
5864,H,586.4,14.24,5.38,9.98,98.58,96.2,1.41,166.36
5865,H,586.5,14.24,5.39,9.95,98.95,96.24,2.43,167.45
5866,H,586.6,14.21,5.41,9.95,98.73,96.82,4.04,168.18
5867,H,586.7,14.25,5.47,10.1,97.44,95.83,3.6,168.43
5868,H,586.8,14.24,5.52,10.22,95.82,94.81,4.25,167.53
5869,H,586.9,14.23,5.55,10.33,95.16,94.61,4.97,167.36
5870,H,587.0,14.18,5.55,10.3,94.85,94.35,6.07,167.91
5871,H,587.1,14.19,5.53,10.26,95.0,94.94,4.58,169.22
5872,H,587.2,14.14,5.5,10.15,95.71,96.13,3.24,170.65
5873,H,587.3,14.11,5.5,10.14,95.93,96.41,2.6,171.74
5874,H,587.4,14.17,5.5,10.17,94.91,96.92,2.42,172.96
5875,H,587.5,14.18,5.5,10.21,94.54,97.15,3.34,173.34
5876,H,587.6,14.21,5.49,10.2,94.68,97.05,3.67,173.07
5877,H,587.7,14.24,5.47,10.12,94.58,97.67,3.16,173.34
5878,H,587.8,14.29,5.44,10.12,94.68,97.39,2.98,173.53
5879,H,587.9,14.22,5.4,10.01,94.78,96.96,3.29,174.03
5880,H,588.0,14.26,5.37,10.13,93.78,96.73,4.23,174.29
5881,H,588.1,14.23,5.33,10.1,92.04,95.87,4.4,175.14
5882,H,588.2,14.21,5.28,10.16,90.96,95.07,3.64,176.5
5883,H,588.3,14.1,5.22,10.1,90.7,94.41,2.39,176.98
5884,H,588.4,14.11,5.18,10.11,90.8,92.52,2.27,176.91
5885,H,588.5,14.07,5.15,10.06,90.76,91.8,3.07,176.07
5886,H,588.6,14.02,5.14,10.01,91.52,91.85,3.54,175.59
5887,H,588.7,14.06,5.14,10.06,91.74,90.87,3.24,175.67
5888,H,588.8,14.05,5.14,10.05,90.72,90.46,4.23,174.98
5889,H,588.9,14.07,5.15,10.15,90.32,90.19,5.27,174.3
5890,H,589.0,14.12,5.19,10.19,90.42,88.55,5.63,174.4
5891,H,589.1,14.21,5.22,10.29,90.32,87.71,5.46,174.81
5892,H,589.2,14.16,5.22,10.2,92.12,88.24,5.87,174.39
5893,H,589.3,14.16,5.2,10.1,93.99,88.21,6.27,173.91
5894,H,589.4,14.13,5.19,10.06,94.74,88.63,5.42,174.97
5895,H,589.5,14.11,5.19,10.02,95.63,89.43,5.42,174.9
5896,H,589.6,14.11,5.21,10.09,94.92,89.67,5.18,175.0
5897,H,589.7,14.13,5.24,10.15,94.19,89.73,4.49,175.07
5898,H,589.8,14.13,5.26,10.16,95.25,90.5,3.42,175.0
5899,H,589.9,14.1,5.3,10.04,96.26,92.12,3.08,174.62
5900,H,590.0,14.18,5.37,10.14,97.19,92.75,2.33,174.63
5901,H,590.1,14.2,5.45,10.1,98.61,93.57,2.78,173.85
5902,H,590.2,14.23,5.52,10.17,99.1,94.07,3.66,173.39
5903,H,590.3,14.25,5.57,10.18,98.77,94.19,3.55,173.33
5904,H,590.4,14.29,5.6,10.26,98.0,94.57,3.67,171.98
5905,H,590.5,14.23,5.61,10.26,97.51,95.45,3.75,171.13
5906,H,590.6,14.22,5.6,10.24,96.98,95.9,3.86,170.55
5907,H,590.7,14.23,5.57,10.21,96.71,96.36,4.82,169.85
5908,H,590.8,14.15,5.53,10.13,96.98,97.14,3.66,168.92
5909,H,590.9,14.16,5.49,10.07,97.16,97.58,1.9,168.08
5910,H,591.0,14.18,5.48,10.1,96.28,97.06,2.27,167.17
5911,H,591.1,14.21,5.47,10.12,96.29,96.69,2.87,166.57
5912,H,591.2,14.18,5.45,10.11,95.76,96.68,2.08,166.12
5913,H,591.3,14.23,5.43,10.12,95.05,96.91,2.63,164.88
5914,H,591.4,14.22,5.4,10.06,94.86,97.61,2.81,164.78
5915,H,591.5,14.22,5.38,10.02,94.49,98.74,1.91,165.16
5916,H,591.6,14.21,5.38,10.02,94.16,98.36,1.51,164.39
5917,H,591.7,14.27,5.39,10.0,94.61,98.51,1.89,163.7
5918,H,591.8,14.22,5.39,9.99,95.12,98.39,2.43,162.95
5919,H,591.9,14.24,5.41,10.01,95.42,98.84,3.32,161.86
5920,H,592.0,14.28,5.43,10.0,95.62,99.71,2.78,161.35
5921,H,592.1,14.25,5.43,9.97,96.1,100.69,2.1,161.84
5922,H,592.2,14.2,5.44,9.92,96.14,101.79,1.28,161.88
5923,H,592.3,14.22,5.44,9.9,96.32,102.28,1.14,161.72
5924,H,592.4,14.22,5.48,9.98,96.04,101.71,1.62,161.8
5925,H,592.5,14.22,5.56,10.09,96.09,100.7,2.27,162.69
5926,H,592.6,14.27,5.63,10.2,96.48,99.08,1.82,163.25
5927,H,592.7,14.27,5.67,10.23,97.39,97.74,3.72,164.14
5928,H,592.8,14.27,5.68,10.22,98.1,97.55,3.75,164.32
5929,H,592.9,14.24,5.69,10.19,98.93,97.19,2.96,164.88
5930,H,593.0,14.31,5.71,10.28,98.35,96.36,2.72,166.2
5931,H,593.1,14.28,5.72,10.34,97.36,96.04,2.68,167.58
5932,H,593.2,14.27,5.69,10.33,97.88,95.5,2.65,168.58
5933,H,593.3,14.27,5.63,10.28,98.14,94.56,2.4,169.59
5934,H,593.4,14.23,5.54,10.16,98.98,93.93,1.96,170.68
5935,H,593.5,14.15,5.44,10.08,99.82,93.51,2.19,171.22
5936,H,593.6,14.14,5.38,10.06,99.12,92.38,2.88,172.4
5937,H,593.7,14.19,5.34,10.11,97.4,92.6,4.73,172.73
5938,H,593.8,14.15,5.31,10.07,96.3,92.67,5.01,172.68
5939,H,593.9,14.15,5.28,10.08,95.69,92.4,5.07,172.6
5940,H,594.0,14.18,5.26,10.07,95.86,91.49,5.46,173.57
5941,H,594.1,14.19,5.25,10.09,95.95,90.54,4.25,174.79
5942,H,594.2,14.15,5.25,10.06,96.78,89.76,4.56,175.58
5943,H,594.3,14.16,5.25,10.09,96.44,89.07,4.43,175.87
5944,H,594.4,14.15,5.25,10.13,95.25,88.83,3.54,176.38
5945,H,594.5,14.11,5.25,10.15,94.42,89.76,1.54,178.05
5946,H,594.6,14.1,5.26,10.17,93.06,90.37,0.47,179.34
5947,H,594.7,14.14,5.28,10.24,92.13,89.91,1.08,179.01
5948,H,594.8,14.1,5.28,10.17,92.49,90.11,0.63,179.31
5949,H,594.9,14.11,5.29,10.22,92.98,89.41,1.26,178.9
5950,H,595.0,14.15,5.31,10.25,92.84,88.95,1.68,177.91
5951,H,595.1,14.14,5.33,10.25,92.12,90.41,3.6,176.81
5952,H,595.2,14.16,5.34,10.23,91.27,91.92,4.9,174.84
5953,H,595.3,14.22,5.35,10.29,89.91,92.75,4.82,174.33
5954,H,595.4,14.21,5.36,10.22,89.68,94.98,4.24,174.37
5955,H,595.5,14.2,5.37,10.17,90.59,96.23,3.73,174.34
5956,H,595.6,14.22,5.36,10.09,91.68,96.72,3.51,173.51
5957,H,595.7,14.24,5.36,10.09,92.63,97.95,3.73,173.14
5958,H,595.8,14.16,5.36,9.99,93.65,99.12,3.9,172.12
5959,H,595.9,14.19,5.38,10.04,92.95,99.6,3.48,171.68
5960,H,596.0,14.21,5.42,10.07,91.78,100.34,2.88,171.31
5961,H,596.1,14.18,5.46,10.17,91.21,100.58,3.5,170.32
5962,H,596.2,14.19,5.51,10.16,91.3,101.35,3.24,169.3
5963,H,596.3,14.23,5.55,10.21,91.51,100.93,3.95,168.12
5964,H,596.4,14.18,5.57,10.17,91.99,100.95,3.44,166.82
5965,H,596.5,14.16,5.58,10.18,92.48,101.21,3.76,166.32
5966,H,596.6,14.22,5.6,10.24,92.47,100.57,4.05,165.92
5967,H,596.7,14.21,5.61,10.25,92.31,100.64,4.09,165.36
5968,H,596.8,14.21,5.6,10.22,93.02,101.99,2.6,164.74
5969,H,596.9,14.22,5.59,10.14,93.53,102.51,1.86,164.28
5970,H,597.0,14.29,5.57,10.06,95.16,102.79,1.26,163.82
5971,H,597.1,14.24,5.56,9.93,97.2,102.97,1.16,163.36
5972,H,597.2,14.29,5.56,9.99,98.05,101.96,1.09,162.82
5973,H,597.3,14.34,5.56,10.06,98.11,99.72,1.33,162.21
5974,H,597.4,14.31,5.53,10.09,98.05,98.94,0.52,161.84
5975,H,597.5,14.25,5.48,10.08,97.36,98.67,0.64,162.12
5976,H,597.6,14.25,5.42,10.03,96.84,97.77,1.26,162.58
5977,H,597.7,14.17,5.35,9.91,96.84,98.5,2.66,163.2
5978,H,597.8,14.12,5.31,9.85,96.89,98.98,4.17,163.49
5979,H,597.9,14.17,5.34,9.99,95.81,97.26,4.2,163.1
5980,H,598.0,14.22,5.39,10.09,94.85,96.03,4.84,162.63
5981,H,598.1,14.2,5.43,10.13,94.85,96.12,5.89,162.62
5982,H,598.2,14.21,5.46,10.13,94.79,96.48,6.62,162.81
5983,H,598.3,14.27,5.48,10.15,94.64,96.22,6.35,163.25
5984,H,598.4,14.21,5.48,10.1,95.33,97.1,6.31,164.34
5985,H,598.5,14.2,5.5,10.09,95.27,97.98,5.7,165.32
5986,H,598.6,14.24,5.53,10.21,94.41,96.8,6.18,166.27
5987,H,598.7,14.25,5.56,10.27,94.59,96.23,6.45,166.92
5988,H,598.8,14.21,5.58,10.28,94.89,96.7,5.09,167.9
5989,H,598.9,14.26,5.59,10.25,95.21,96.59,3.99,168.8
5990,H,599.0,14.29,5.58,10.19,96.51,97.06,4.04,169.44
5991,H,599.1,14.22,5.56,10.05,97.73,98.54,5.75,168.99
5992,H,599.2,14.22,5.54,10.05,97.22,98.95,5.42,169.96
5993,H,599.3,14.28,5.52,10.14,96.34,98.45,4.46,171.32
5994,H,599.4,14.21,5.49,10.17,95.97,98.01,3.91,172.53
5995,H,599.5,14.16,5.45,10.11,95.52,98.38,4.35,173.02
5996,H,599.6,14.2,5.42,10.13,95.11,97.65,4.43,173.45
5997,H,599.7,14.15,5.39,10.05,95.26,97.28,4.62,173.38
5998,H,599.8,14.1,5.36,10.01,95.79,97.58,4.71,173.26
5999,H,599.9,14.14,5.38,10.04,94.73,96.44,4.8,172.72
6000,H,600.0,14.19,5.41,10.18,92.91,94.7,5.73,172.0
6001,H,600.1,14.14,5.42,10.26,91.41,94.61,6.22,171.77
6002,H,600.2,14.2,5.43,10.37,89.65,93.89,6.2,172.54
6003,H,600.3,14.24,5.43,10.35,89.3,92.94,6.26,173.07
6004,H,600.4,14.2,5.4,10.25,90.48,93.01,5.27,174.29
6005,H,600.5,14.16,5.35,10.23,90.48,93.16,4.68,174.35
6006,H,600.6,14.22,5.32,10.23,90.0,92.12,4.65,174.35
6007,H,600.7,14.2,5.29,10.25,89.47,92.28,4.52,174.26
6008,H,600.8,14.15,5.25,10.21,89.22,92.31,3.96,174.91
6009,H,600.9,14.18,5.2,10.19,88.34,93.05,2.99,176.0
6010,H,601.0,14.16,5.16,10.08,89.04,93.47,2.15,176.84
6011,H,601.1,14.1,5.14,9.99,90.67,93.91,1.69,178.03
6012,H,601.2,14.13,5.16,10.03,91.56,93.29,2.24,177.9
6013,H,601.3,14.11,5.18,10.05,91.68,92.27,2.9,178.63
6014,H,601.4,14.09,5.19,10.07,92.64,91.63,3.41,178.78
6015,H,601.5,14.09,5.22,10.13,91.7,91.69,3.99,178.6
6016,H,601.6,14.12,5.26,10.23,90.23,91.6,4.49,178.5
6017,H,601.7,14.1,5.3,10.23,91.02,92.19,3.95,178.72
6018,H,601.8,14.1,5.32,10.2,92.75,92.24,4.03,177.74
6019,H,601.9,14.14,5.36,10.21,93.01,92.55,2.83,177.86
6020,H,602.0,14.17,5.4,10.19,94.19,92.8,2.16,177.57
6021,H,602.1,14.15,5.44,10.22,95.12,93.35,1.28,177.63
6022,H,602.2,14.25,5.49,10.27,94.41,93.58,0.93,177.53
6023,H,602.3,14.27,5.52,10.31,93.33,94.85,0.81,177.33
6024,H,602.4,14.23,5.53,10.2,94.32,96.15,2.42,176.09
6025,H,602.5,14.25,5.54,10.27,93.78,96.36,2.49,176.03
6026,H,602.6,14.28,5.54,10.27,93.43,96.0,2.73,175.39
6027,H,602.7,14.22,5.52,10.26,94.03,95.4,4.84,173.83
6028,H,602.8,14.19,5.49,10.26,94.52,94.31,5.99,173.24
6029,H,602.9,14.22,5.46,10.28,93.4,93.95,6.33,172.81
6030,H,603.0,14.16,5.41,10.2,93.76,94.66,7.61,171.49
6031,H,603.1,14.11,5.36,10.09,94.08,95.39,8.27,171.05
6032,H,603.2,14.13,5.34,10.09,93.58,95.02,7.56,171.18
6033,H,603.3,14.14,5.32,10.08,93.24,95.75,7.23,170.6
6034,H,603.4,14.11,5.31,10.03,94.76,95.43,7.24,170.36
6035,H,603.5,14.16,5.31,10.03,95.91,94.09,6.22,170.14
6036,H,603.6,14.21,5.31,10.0,96.43,93.97,4.66,169.93
6037,H,603.7,14.19,5.35,10.06,96.32,94.47,4.2,170.07
6038,H,603.8,14.21,5.39,10.08,95.95,94.66,3.17,169.56
6039,H,603.9,14.3,5.43,10.19,94.8,94.95,1.92,169.38
6040,H,604.0,14.28,5.45,10.17,94.47,96.44,2.24,169.53
6041,H,604.1,14.23,5.46,10.11,95.55,96.41,1.89,168.96
6042,H,604.2,14.27,5.48,10.12,96.66,95.53,2.39,167.71
6043,H,604.3,14.26,5.51,10.18,96.43,95.12,3.86,167.29
6044,H,604.4,14.23,5.53,10.22,96.6,95.11,3.46,166.16
6045,H,604.5,14.24,5.55,10.23,96.4,95.49,4.19,165.14
6046,H,604.6,14.25,5.56,10.21,95.74,96.83,4.21,164.9
6047,H,604.7,14.19,5.54,10.12,96.67,98.56,4.96,164.54
6048,H,604.8,14.17,5.54,9.99,98.44,99.43,4.57,164.16
6049,H,604.9,14.2,5.55,10.05,99.05,98.84,5.19,164.17
6050,H,605.0,14.22,5.56,10.08,99.8,98.76,4.92,164.12
6051,H,605.1,14.19,5.58,10.09,100.22,98.1,4.5,163.78
6052,H,605.2,14.24,5.58,10.13,100.23,97.42,4.72,163.53
6053,H,605.3,14.23,5.55,10.04,100.1,98.26,4.25,162.96
6054,H,605.4,14.19,5.53,9.97,100.58,98.85,4.04,162.64
6055,H,605.5,14.22,5.53,9.96,100.08,99.18,4.26,163.09
6056,H,605.6,14.27,5.56,10.02,99.37,98.44,3.29,163.88
6057,H,605.7,14.29,5.57,10.11,98.65,97.12,2.36,163.63
6058,H,605.8,14.3,5.57,10.18,98.0,96.2,2.21,163.73
6059,H,605.9,14.3,5.54,10.17,97.25,95.71,3.24,164.23
6060,H,606.0,14.24,5.48,10.11,97.14,95.84,3.56,164.59
6061,H,606.1,14.17,5.43,10.04,95.66,96.66,4.21,164.68
6062,H,606.2,14.19,5.41,10.13,93.38,96.2,3.11,165.64
6063,H,606.3,14.19,5.4,10.16,91.67,96.2,2.71,165.99
6064,H,606.4,14.16,5.39,10.17,90.95,96.12,2.41,166.28
6065,H,606.5,14.18,5.38,10.25,90.62,95.36,3.5,167.02
6066,H,606.6,14.21,5.38,10.18,90.59,95.69,3.58,167.99
6067,H,606.7,14.18,5.4,10.19,91.05,96.61,3.41,168.66
6068,H,606.8,14.2,5.42,10.16,91.83,97.49,3.28,169.61
6069,H,606.9,14.26,5.46,10.18,91.58,98.52,4.08,169.84
6070,H,607.0,14.26,5.48,10.17,92.1,99.54,3.96,170.92
6071,H,607.1,14.21,5.48,10.09,92.76,101.34,2.9,171.22
6072,H,607.2,14.23,5.46,10.07,92.97,102.16,2.6,171.51
6073,H,607.3,14.2,5.46,10.01,93.12,102.22,3.72,171.12
6074,H,607.4,14.19,5.49,10.07,93.54,102.88,5.11,170.71
6075,H,607.5,14.21,5.56,10.13,93.29,102.23,6.27,169.74
6076,H,607.6,14.29,5.63,10.31,92.69,100.96,7.29,169.92
6077,H,607.7,14.25,5.68,10.27,93.08,101.75,7.25,170.12
6078,H,607.8,14.23,5.7,10.28,93.1,102.01,6.18,170.49
6079,H,607.9,14.24,5.7,10.28,92.35,101.25,6.08,170.28
6080,H,608.0,14.23,5.71,10.34,91.76,100.44,6.31,169.67
6081,H,608.1,14.19,5.71,10.42,91.77,99.0,6.68,169.85
6082,H,608.2,14.24,5.71,10.49,91.67,97.48,5.64,170.45
6083,H,608.3,14.24,5.68,10.44,92.59,97.22,3.76,170.22
6084,H,608.4,14.21,5.64,10.27,93.96,98.33,2.22,169.53
6085,H,608.5,14.23,5.6,10.15,95.0,99.05,2.14,169.27
6086,H,608.6,14.27,5.56,10.11,95.18,99.15,1.98,168.72
6087,H,608.7,14.29,5.52,10.14,95.18,99.2,3.67,167.99
6088,H,608.8,14.28,5.48,10.13,94.51,97.72,4.82,167.17
6089,H,608.9,14.32,5.42,10.14,94.7,96.68,5.09,166.66
6090,H,609.0,14.25,5.33,9.98,95.16,97.22,5.74,165.46
6091,H,609.1,14.19,5.24,9.83,96.38,97.01,6.95,164.52
6092,H,609.2,14.14,5.19,9.79,96.81,96.66,6.85,163.58
6093,H,609.3,14.17,5.2,9.84,96.89,95.76,6.2,163.06
