,Dimer ID,Time (ps),Mean Distance,Centroid Distance,Distance of Wing Roots,Angle of Wing1,Angle of Wing2,Theta_n,Theta_w
4301,N,430.1,7.03,5.45,7.05,75.46,92.05,7.5,41.63
4302,N,430.2,7.0,5.42,7.02,75.41,91.33,7.63,41.39
4303,N,430.3,6.98,5.41,7.03,75.71,90.72,8.48,41.68
4304,N,430.4,6.97,5.42,7.02,75.74,89.8,9.41,41.93
4305,N,430.5,6.95,5.4,6.93,75.63,88.53,8.67,41.26
4306,N,430.6,6.92,5.4,6.93,75.19,88.06,7.93,40.59
4307,N,430.7,6.92,5.42,6.98,75.74,88.22,8.73,40.79
4308,N,430.8,6.91,5.45,7.1,76.77,87.16,8.2,40.83
4309,N,430.9,6.95,5.5,7.01,77.45,87.0,7.09,40.04
4310,N,431.0,6.95,5.53,7.04,77.77,86.35,7.81,39.8
4311,N,431.1,6.95,5.56,7.04,77.14,85.53,7.35,39.46
4312,N,431.2,6.97,5.56,7.13,75.13,84.51,6.54,39.8
4313,N,431.3,6.95,5.56,7.14,73.91,83.4,5.7,39.99
4314,N,431.4,6.96,5.58,7.05,73.67,83.49,3.46,39.61
4315,N,431.5,6.97,5.6,7.04,74.08,84.29,2.68,39.12
4316,N,431.6,7.0,5.62,7.03,74.06,83.19,2.26,39.16
4317,N,431.7,7.01,5.67,7.17,74.46,82.85,2.91,39.18
4318,N,431.8,7.03,5.69,7.17,74.97,82.55,3.09,38.87
4319,N,431.9,7.06,5.7,7.25,74.24,81.14,3.1,39.43
4320,N,432.0,7.09,5.7,7.27,73.79,81.27,3.54,39.9
4321,N,432.1,7.11,5.69,7.23,74.71,81.18,3.09,40.38
4322,N,432.2,7.14,5.69,7.24,75.06,78.79,1.93,41.02
4323,N,432.3,7.16,5.68,7.25,75.4,78.01,1.84,41.32
4324,N,432.4,7.12,5.66,7.27,75.44,78.29,1.83,40.88
4325,N,432.5,7.1,5.63,7.18,75.39,78.61,1.4,40.57
4326,N,432.6,7.11,5.6,7.25,75.4,79.76,2.16,41.2
4327,N,432.7,7.09,5.57,7.12,74.94,81.04,1.74,41.64
4328,N,432.8,7.03,5.48,7.03,74.87,81.15,2.55,42.11
4329,N,432.9,6.99,5.4,6.99,74.52,81.5,1.76,42.05
4330,N,433.0,7.03,5.44,7.02,72.95,81.2,2.73,42.35
4331,N,433.1,7.08,5.51,7.14,72.09,81.58,3.71,42.45
4332,N,433.2,7.12,5.55,7.2,72.41,84.1,5.54,42.53
4333,N,433.3,7.13,5.58,7.3,72.74,85.86,6.32,42.7
4334,N,433.4,7.11,5.6,7.27,73.6,87.06,6.83,42.13
4335,N,433.5,7.06,5.56,7.21,75.28,87.84,8.89,41.34
4336,N,433.6,7.04,5.56,7.23,75.37,88.42,9.81,41.35
4337,N,433.7,7.03,5.58,7.22,74.07,88.99,10.27,41.72
4338,N,433.8,7.02,5.55,7.16,73.77,89.9,10.1,41.08
4339,N,433.9,6.94,5.48,6.96,73.52,90.33,9.28,39.85
4340,N,434.0,6.9,5.47,7.04,72.57,91.07,8.95,39.33
4341,N,434.1,6.92,5.5,7.01,73.01,91.7,7.92,39.04
4342,N,434.2,6.93,5.52,7.03,74.47,91.51,7.66,38.98
4343,N,434.3,6.89,5.52,6.99,75.55,90.77,7.12,38.34
4344,N,434.4,6.87,5.52,6.96,76.48,90.57,6.52,38.32
4345,N,434.5,6.88,5.52,7.01,77.37,90.96,6.59,38.18
4346,N,434.6,6.87,5.52,6.97,77.33,90.91,6.09,38.0
4347,N,434.7,6.91,5.55,7.0,77.31,89.57,6.93,38.05
4348,N,434.8,6.92,5.57,6.95,78.18,88.67,6.54,37.9
4349,N,434.9,6.92,5.57,6.96,79.38,88.47,7.13,38.23
4350,N,435.0,6.93,5.57,7.04,79.94,88.48,6.62,38.7
4351,N,435.1,6.97,5.59,7.02,80.59,88.64,5.43,39.05
4352,N,435.2,7.03,5.63,7.03,80.01,88.9,4.02,39.72
4353,N,435.3,7.11,5.68,7.13,78.06,88.61,3.8,40.25
4354,N,435.4,7.14,5.68,7.23,76.29,87.2,2.54,41.11
4355,N,435.5,7.14,5.64,7.12,75.67,85.56,0.68,41.52
4356,N,435.6,7.14,5.61,7.14,74.96,84.53,1.19,41.51
4357,N,435.7,7.15,5.6,7.07,74.02,84.19,0.6,41.88
4358,N,435.8,7.13,5.54,7.09,73.54,84.5,1.97,42.01
4359,N,435.9,7.06,5.48,7.1,73.2,83.65,4.61,42.1
4360,N,436.0,7.08,5.5,7.15,73.08,82.71,5.79,42.1
4361,N,436.1,7.13,5.56,7.22,72.93,82.0,4.85,42.03
4362,N,436.2,7.14,5.58,7.26,73.5,80.59,5.16,41.5
4363,N,436.3,7.13,5.6,7.3,73.74,79.51,5.37,41.87
4364,N,436.4,7.13,5.62,7.24,73.59,78.7,4.92,41.64
4365,N,436.5,7.11,5.61,7.27,73.55,78.74,5.28,41.5
4366,N,436.6,7.03,5.57,7.25,73.9,79.52,4.99,41.36
4367,N,436.7,6.98,5.54,7.21,73.66,79.8,4.7,41.0
4368,N,436.8,6.95,5.54,7.1,74.52,79.21,4.61,40.28
4369,N,436.9,6.92,5.56,7.07,75.17,79.42,4.24,40.04
4370,N,437.0,6.9,5.57,7.11,75.44,79.68,4.52,39.63
4371,N,437.1,6.87,5.55,7.02,75.57,80.04,4.57,39.12
4372,N,437.2,6.88,5.55,6.99,75.79,80.75,4.32,39.2
4373,N,437.3,6.87,5.55,6.96,75.41,81.84,4.81,39.02
4374,N,437.4,6.83,5.52,7.0,75.64,83.16,5.53,38.89
4375,N,437.5,6.82,5.5,6.94,76.0,83.69,6.19,38.74
4376,N,437.6,6.83,5.52,7.01,76.55,83.45,8.0,39.07
4377,N,437.7,6.86,5.54,7.03,76.79,84.84,8.41,39.05
4378,N,437.8,6.85,5.5,6.97,76.72,86.31,8.85,38.82
4379,N,437.9,6.82,5.45,6.98,75.47,87.99,9.14,38.65
4380,N,438.0,6.86,5.43,6.9,74.71,90.74,7.69,39.29
4381,N,438.1,6.9,5.42,6.98,73.95,91.66,7.98,40.24
4382,N,438.2,6.93,5.42,7.02,73.52,91.91,8.79,40.73
4383,N,438.3,6.97,5.44,7.1,73.91,91.99,9.31,41.03
4384,N,438.4,7.04,5.48,7.07,74.97,92.13,8.89,41.48
4385,N,438.5,7.12,5.53,7.11,75.2,92.83,8.22,41.47
4386,N,438.6,7.19,5.57,7.23,75.01,94.16,7.57,42.09
4387,N,438.7,7.21,5.61,7.28,74.83,94.17,6.98,42.38
4388,N,438.8,7.24,5.62,7.25,76.03,93.34,5.61,42.39
4389,N,438.9,7.23,5.61,7.22,76.35,91.95,5.7,42.43
4390,N,439.0,7.18,5.58,7.17,76.86,91.53,6.46,42.62
4391,N,439.1,7.2,5.56,7.06,78.05,90.55,5.67,42.24
4392,N,439.2,7.17,5.52,6.98,77.99,89.84,3.19,42.41
4393,N,439.3,7.11,5.47,6.97,77.37,90.36,1.61,42.2
4394,N,439.4,7.13,5.48,6.95,77.28,90.02,1.13,41.86
4395,N,439.5,7.15,5.53,7.04,76.38,88.83,0.41,41.83
4396,N,439.6,7.16,5.55,7.02,76.13,87.01,1.26,41.95
4397,N,439.7,7.18,5.56,7.07,76.08,85.73,0.69,42.23
4398,N,439.8,7.14,5.54,7.12,75.39,84.82,2.06,42.5
4399,N,439.9,7.12,5.53,7.05,74.9,83.98,1.31,42.0
4400,N,440.0,7.12,5.55,7.15,74.86,83.17,2.12,42.17
4401,N,440.1,7.13,5.6,7.19,73.93,82.61,2.43,41.8
4402,N,440.2,7.1,5.63,7.26,74.25,81.39,3.8,41.18
4403,N,440.3,7.08,5.66,7.3,74.76,80.37,5.95,40.33
4404,N,440.4,7.07,5.68,7.23,75.55,79.2,5.94,39.83
4405,N,440.5,7.06,5.7,7.27,75.32,78.5,5.47,40.03
4406,N,440.6,7.04,5.68,7.29,74.63,78.3,5.86,40.23
4407,N,440.7,6.98,5.65,7.31,73.58,78.92,6.36,40.08
4408,N,440.8,6.96,5.64,7.23,73.02,79.07,5.84,39.58
4409,N,440.9,6.93,5.62,7.1,73.13,78.88,4.08,39.18
4410,N,441.0,6.88,5.55,7.02,73.63,79.56,3.29,38.6
4411,N,441.1,6.83,5.5,6.95,73.6,80.45,3.23,38.62
4412,N,441.2,6.79,5.44,6.89,74.61,82.15,3.61,38.56
4413,N,441.3,6.78,5.4,6.81,74.31,83.73,3.91,38.62
4414,N,441.4,6.8,5.4,6.81,74.36,85.22,4.07,38.74
4415,N,441.5,6.81,5.43,6.93,75.48,86.19,4.8,39.44
4416,N,441.6,6.89,5.48,6.94,76.29,86.25,5.79,39.82
4417,N,441.7,6.97,5.53,7.01,77.14,86.25,6.27,39.93
4418,N,441.8,6.99,5.56,7.04,78.69,86.94,6.98,40.45
4419,N,441.9,7.07,5.61,7.24,78.16,88.19,8.53,41.36
4420,N,442.0,7.17,5.65,7.25,76.96,90.43,8.83,41.79
4421,N,442.1,7.15,5.63,7.3,76.64,91.81,9.15,42.13
4422,N,442.2,7.13,5.56,7.2,76.32,92.62,9.44,42.1
4423,N,442.3,7.12,5.47,7.11,75.77,92.69,8.91,42.21
4424,N,442.4,7.1,5.42,7.1,75.63,93.41,8.19,42.65
4425,N,442.5,7.1,5.41,7.0,75.26,94.07,7.76,42.77
4426,N,442.6,7.12,5.37,6.97,74.34,94.59,5.99,42.7
4427,N,442.7,7.09,5.36,6.96,72.82,95.47,5.54,42.44
4428,N,442.8,7.12,5.41,7.05,73.12,95.09,4.78,42.85
4429,N,442.9,7.2,5.49,7.04,74.34,94.08,4.24,42.71
4430,N,443.0,7.2,5.51,7.12,75.22,92.23,5.15,43.09
4431,N,443.1,7.2,5.54,7.18,76.68,91.58,7.2,43.01
4432,N,443.2,7.2,5.57,7.11,77.16,91.28,5.72,42.39
4433,N,443.3,7.17,5.56,7.07,77.28,89.95,5.64,41.92
4434,N,443.4,7.13,5.57,7.15,76.75,89.15,5.86,41.77
4435,N,443.5,7.1,5.58,7.1,76.89,88.62,4.24,41.17
4436,N,443.6,7.07,5.57,7.02,77.5,87.1,2.82,41.1
4437,N,443.7,7.03,5.54,6.99,77.34,85.4,3.0,40.75
4438,N,443.8,7.0,5.55,6.99,76.72,84.04,1.67,40.35
4439,N,443.9,7.0,5.57,7.07,75.96,82.83,2.07,40.29
4440,N,444.0,7.01,5.6,7.17,74.52,81.46,2.64,40.38
4441,N,444.1,6.99,5.61,7.2,73.24,79.79,2.46,39.91
4442,N,444.2,6.92,5.58,7.1,73.29,78.3,3.26,39.17
4443,N,444.3,6.9,5.58,7.11,73.64,77.81,4.81,38.61
4444,N,444.4,6.91,5.6,7.13,73.59,77.41,4.86,38.59
4445,N,444.5,6.91,5.61,7.07,74.16,77.15,5.18,38.27
4446,N,444.6,6.87,5.6,7.12,74.21,77.11,5.62,38.01
4447,N,444.7,6.9,5.62,7.11,73.1,77.16,5.14,38.38
4448,N,444.8,6.96,5.67,7.24,72.67,77.33,3.94,38.89
4449,N,444.9,6.98,5.66,7.24,73.77,78.22,3.94,39.92
4450,N,445.0,7.0,5.63,7.18,73.51,77.92,3.45,40.91
4451,N,445.1,7.04,5.63,7.16,73.03,78.86,2.11,41.12
4452,N,445.2,7.06,5.62,7.13,73.58,80.37,1.8,41.73
4453,N,445.3,7.01,5.55,7.16,73.62,81.49,3.26,41.72
4454,N,445.4,7.02,5.51,7.08,73.6,82.63,3.51,41.29
4455,N,445.5,7.03,5.48,7.04,75.21,84.65,3.89,41.16
4456,N,445.6,7.02,5.43,7.05,76.38,85.79,4.84,41.76
4457,N,445.7,7.01,5.37,6.99,76.52,86.1,4.95,41.94
4458,N,445.8,7.04,5.36,7.03,77.19,86.45,5.89,42.62
4459,N,445.9,7.1,5.4,7.02,77.03,87.33,6.31,43.32
4460,N,446.0,7.15,5.42,7.05,76.26,88.58,6.33,43.46
4461,N,446.1,7.17,5.43,7.14,76.33,89.52,8.02,44.09
4462,N,446.2,7.21,5.47,7.22,76.52,90.92,8.43,44.23
4463,N,446.3,7.24,5.49,7.13,76.84,92.27,8.47,43.48
4464,N,446.4,7.23,5.47,7.15,76.87,93.21,8.78,43.73
4465,N,446.5,7.21,5.46,7.22,76.07,93.71,9.1,44.35
4466,N,446.6,7.21,5.46,7.1,75.42,94.0,7.71,43.92
4467,N,446.7,7.2,5.45,7.05,75.18,93.91,6.88,44.13
4468,N,446.8,7.16,5.42,6.99,75.19,94.41,6.03,44.22
4469,N,446.9,7.12,5.43,6.95,75.79,94.77,5.65,43.28
4470,N,447.0,7.08,5.44,6.97,77.04,93.77,6.46,42.2
4471,N,447.1,7.03,5.45,6.93,77.83,92.36,6.84,41.32
4472,N,447.2,7.01,5.46,6.99,78.79,91.6,7.22,40.62
4473,N,447.3,6.98,5.47,6.94,79.32,90.71,7.0,40.25
4474,N,447.4,6.95,5.49,6.97,79.27,89.21,5.54,39.96
4475,N,447.5,6.97,5.54,6.94,78.94,86.71,4.44,39.65
4476,N,447.6,6.95,5.57,7.03,78.87,84.52,4.44,39.46
4477,N,447.7,6.92,5.58,7.04,78.78,83.24,4.77,39.0
4478,N,447.8,6.94,5.62,6.94,78.96,81.94,4.34,38.15
4479,N,447.9,6.89,5.59,6.97,79.33,81.59,3.39,37.68
4480,N,448.0,6.81,5.55,6.93,79.06,82.1,3.46,37.62
4481,N,448.1,6.85,5.57,7.05,77.87,81.39,4.44,37.92
4482,N,448.2,6.88,5.62,6.99,76.81,80.27,4.13,37.81
4483,N,448.3,6.87,5.61,7.07,76.09,78.21,4.83,38.11
4484,N,448.4,6.92,5.63,7.13,74.76,77.47,4.83,38.52
4485,N,448.5,6.98,5.66,7.17,73.55,77.82,3.92,39.11
4486,N,448.6,7.0,5.65,7.19,73.51,78.43,3.33,40.07
4487,N,448.7,7.02,5.62,7.23,72.54,77.64,3.45,40.87
4488,N,448.8,7.0,5.58,7.18,72.02,78.0,5.02,40.84
4489,N,448.9,7.01,5.55,7.18,71.14,78.15,5.44,41.22
4490,N,449.0,7.01,5.5,7.26,71.02,79.05,5.95,42.12
4491,N,449.1,7.02,5.44,7.14,71.26,78.96,4.63,42.56
4492,N,449.2,7.08,5.44,7.11,71.1,80.59,4.29,42.82
4493,N,449.3,7.16,5.48,7.23,70.83,81.95,4.12,43.56
4494,N,449.4,7.21,5.52,7.3,71.6,82.39,4.8,43.97
4495,N,449.5,7.22,5.54,7.36,72.01,82.51,4.73,44.57
4496,N,449.6,7.27,5.55,7.28,72.88,83.1,4.05,45.16
4497,N,449.7,7.3,5.57,7.41,74.16,84.1,3.92,45.84
4498,N,449.8,7.3,5.56,7.34,75.02,85.83,4.48,45.99
4499,N,449.9,7.29,5.55,7.23,75.32,86.18,4.11,45.41
4500,N,450.0,7.25,5.51,7.2,76.18,86.59,5.03,44.29
4501,N,450.1,7.17,5.45,7.1,76.63,87.1,5.55,43.54
4502,N,450.2,7.13,5.41,7.02,77.66,87.68,5.23,42.82
4503,N,450.3,7.09,5.39,6.95,78.86,89.09,5.82,42.05
4504,N,450.4,7.0,5.35,6.95,79.92,89.83,6.06,42.27
4505,N,450.5,6.99,5.35,6.79,80.39,90.57,5.26,41.48
4506,N,450.6,7.02,5.4,6.9,79.26,90.78,4.84,41.56
4507,N,450.7,7.01,5.43,6.93,77.95,90.13,4.72,41.55
4508,N,450.8,7.04,5.49,6.99,77.54,89.54,4.74,41.17
4509,N,450.9,7.06,5.55,7.01,77.49,90.79,5.19,40.53
4510,N,451.0,7.04,5.58,6.93,77.95,91.0,5.42,40.03
4511,N,451.1,7.01,5.58,7.03,79.03,91.55,7.15,39.76
4512,N,451.2,6.97,5.58,7.02,79.16,91.66,7.83,39.42
4513,N,451.3,6.95,5.63,7.1,79.0,91.21,8.73,39.13
4514,N,451.4,6.97,5.68,7.17,78.15,90.37,8.53,38.84
4515,N,451.5,6.97,5.67,7.13,77.89,89.18,8.31,38.93
4516,N,451.6,6.96,5.7,7.13,77.96,87.41,7.1,38.76
4517,N,451.7,6.98,5.72,7.08,77.94,86.7,6.14,38.34
4518,N,451.8,6.94,5.68,7.11,77.24,85.98,6.18,38.15
4519,N,451.9,6.9,5.63,7.05,76.49,85.66,5.9,38.05
4520,N,452.0,6.83,5.56,6.97,75.84,84.98,6.17,37.07
4521,N,452.1,6.77,5.49,6.88,75.7,84.89,4.72,36.88
4522,N,452.2,6.77,5.46,6.9,75.55,85.42,4.9,37.37
4523,N,452.3,6.75,5.43,6.82,75.78,84.87,3.99,37.08
4524,N,452.4,6.8,5.45,6.81,74.73,83.34,2.99,37.36
4525,N,452.5,6.88,5.5,6.9,74.01,82.2,2.28,38.29
4526,N,452.6,6.97,5.58,7.05,73.05,81.49,1.56,39.35
4527,N,452.7,7.05,5.64,7.27,71.69,81.08,2.44,40.76
4528,N,452.8,7.12,5.69,7.39,71.24,81.42,3.37,41.72
4529,N,452.9,7.2,5.74,7.41,72.05,81.68,3.39,42.37
4530,N,453.0,7.24,5.75,7.47,71.85,82.03,2.88,42.76
4531,N,453.1,7.22,5.72,7.43,71.4,81.69,4.17,42.1
4532,N,453.2,7.2,5.69,7.42,70.59,81.48,4.45,41.56
4533,N,453.3,7.21,5.66,7.35,69.42,81.73,3.64,42.03
4534,N,453.4,7.16,5.59,7.3,68.38,83.01,3.73,42.0
4535,N,453.5,7.08,5.51,7.17,69.19,82.4,3.26,42.02
4536,N,453.6,7.06,5.47,7.18,69.72,81.28,2.53,42.84
4537,N,453.7,7.03,5.46,7.09,70.79,80.46,2.69,42.64
4538,N,453.8,7.02,5.47,7.14,71.98,80.16,2.61,42.12
4539,N,453.9,7.02,5.51,7.15,71.83,80.28,3.29,41.6
4540,N,454.0,7.0,5.53,7.11,72.03,81.16,3.02,41.27
4541,N,454.1,6.98,5.54,7.11,73.88,81.98,4.44,40.41
4542,N,454.2,6.93,5.51,7.0,75.16,82.28,5.42,39.43
4543,N,454.3,6.89,5.49,7.0,77.11,82.5,6.13,39.4
4544,N,454.4,6.87,5.51,6.98,78.69,83.03,6.1,39.48
4545,N,454.5,6.9,5.56,6.99,78.76,83.9,6.13,38.82
4546,N,454.6,6.93,5.6,7.03,78.12,84.76,6.83,39.01
4547,N,454.7,6.94,5.62,7.13,78.44,86.04,6.32,39.87
4548,N,454.8,6.96,5.63,7.08,79.45,86.79,6.03,39.78
4549,N,454.9,6.98,5.64,7.06,79.62,86.44,6.23,39.33
4550,N,455.0,6.96,5.62,7.07,80.47,86.81,6.75,39.67
4551,N,455.1,6.92,5.55,6.98,80.9,87.55,7.47,39.45
4552,N,455.2,6.91,5.5,6.96,80.35,88.09,8.26,39.09
4553,N,455.3,6.89,5.47,6.94,80.21,89.13,8.9,39.35
4554,N,455.4,6.88,5.43,6.93,80.55,89.46,8.94,39.66
4555,N,455.5,6.9,5.39,6.85,80.34,89.18,7.22,39.8
4556,N,455.6,6.91,5.36,6.77,80.97,89.12,5.63,40.39
4557,N,455.7,6.97,5.38,6.83,80.46,89.0,4.9,41.68
4558,N,455.8,7.04,5.42,6.86,79.13,88.84,3.96,42.5
4559,N,455.9,7.07,5.42,7.0,77.47,89.22,4.7,43.07
4560,N,456.0,7.12,5.44,7.01,76.72,89.7,4.96,43.54
4561,N,456.1,7.2,5.47,7.08,76.07,89.67,4.38,44.33
4562,N,456.2,7.25,5.49,7.12,75.82,88.83,5.17,44.76
4563,N,456.3,7.28,5.52,7.25,75.41,88.07,6.14,44.91
4564,N,456.4,7.31,5.53,7.23,75.33,87.76,5.24,44.94
4565,N,456.5,7.28,5.5,7.24,75.0,87.04,4.11,44.83
4566,N,456.6,7.26,5.47,7.29,74.3,86.43,5.21,45.25
4567,N,456.7,7.25,5.47,7.21,73.89,86.02,4.5,45.0
4568,N,456.8,7.22,5.45,7.18,73.96,85.07,4.61,44.85
4569,N,456.9,7.16,5.4,7.15,74.2,83.26,4.96,44.47
4570,N,457.0,7.08,5.36,7.04,74.22,82.57,4.2,43.41
4571,N,457.1,7.08,5.4,7.05,74.0,82.45,4.59,42.49
4572,N,457.2,7.12,5.49,7.18,73.88,82.69,4.17,42.73
4573,N,457.3,7.14,5.55,7.24,73.49,83.11,3.69,42.21
4574,N,457.4,7.12,5.58,7.17,73.5,83.57,2.43,41.36
4575,N,457.5,7.11,5.61,7.22,74.33,82.41,2.4,41.61
4576,N,457.6,7.1,5.66,7.21,74.53,82.45,1.73,41.4
4577,N,457.7,7.07,5.68,7.22,74.35,82.24,1.57,40.77
4578,N,457.8,7.03,5.68,7.2,74.56,81.57,3.31,40.67
4579,N,457.9,6.98,5.67,7.11,74.81,81.66,3.09,39.53
4580,N,458.0,6.91,5.64,7.01,74.83,82.25,3.62,37.77
4581,N,458.1,6.85,5.59,7.03,75.68,82.82,5.03,37.35
4582,N,458.2,6.83,5.6,7.06,76.26,83.52,5.73,37.52
4583,N,458.3,6.84,5.61,6.99,76.64,83.67,5.4,36.87
4584,N,458.4,6.82,5.56,7.0,76.92,83.68,6.58,36.82
4585,N,458.5,6.79,5.52,6.99,77.31,84.24,6.19,37.4
4586,N,458.6,6.84,5.53,6.97,76.78,84.27,5.04,37.53
4587,N,458.7,6.87,5.53,7.0,76.11,84.92,5.31,38.39
4588,N,458.8,6.88,5.5,6.91,76.63,86.01,4.92,38.52
4589,N,458.9,6.91,5.5,6.93,77.11,87.55,4.13,38.91
4590,N,459.0,6.93,5.5,6.93,77.76,88.0,4.66,39.75
4591,N,459.1,6.96,5.5,7.06,78.81,87.81,6.21,40.65
4592,N,459.2,7.03,5.53,7.05,78.32,88.2,6.92,41.07
4593,N,459.3,7.1,5.53,7.11,77.26,89.25,6.88,42.28
4594,N,459.4,7.17,5.54,7.1,77.31,89.15,6.17,43.06
4595,N,459.5,7.21,5.53,7.08,76.89,88.9,4.52,43.59
4596,N,459.6,7.25,5.52,7.18,76.51,88.29,5.23,44.88
4597,N,459.7,7.24,5.47,7.18,76.84,87.73,4.8,45.05
4598,N,459.8,7.18,5.4,7.02,76.78,87.49,3.9,44.33
4599,N,459.9,7.11,5.29,6.86,75.87,87.93,4.33,44.45
4600,N,460.0,7.04,5.2,6.88,75.56,88.04,6.3,44.82
4601,N,460.1,7.05,5.18,6.93,75.18,87.22,6.6,45.04
4602,N,460.2,7.05,5.2,6.98,75.35,86.35,7.02,44.68
4603,N,460.3,7.08,5.27,7.0,76.41,85.58,7.62,44.4
4604,N,460.4,7.16,5.4,7.15,77.19,84.1,8.03,44.56
4605,N,460.5,7.22,5.53,7.31,77.5,83.47,9.08,44.53
4606,N,460.6,7.27,5.59,7.4,78.5,83.92,9.28,44.7
4607,N,460.7,7.2,5.59,7.37,78.82,83.16,8.38,44.45
4608,N,460.8,7.14,5.57,7.25,78.87,82.88,8.01,43.31
4609,N,460.9,7.07,5.57,7.17,79.3,82.24,7.74,42.55
4610,N,461.0,7.02,5.56,7.09,78.83,80.58,7.24,42.09
4611,N,461.1,6.96,5.52,7.08,78.5,79.85,6.13,41.37
4612,N,461.2,6.87,5.47,6.94,78.02,80.78,3.84,40.13
4613,N,461.3,6.83,5.45,6.81,77.17,81.15,2.37,39.04
4614,N,461.4,6.84,5.47,6.92,76.25,81.05,2.85,38.96
4615,N,461.5,6.86,5.5,6.94,75.76,80.62,2.44,38.82
4616,N,461.6,6.83,5.51,6.92,75.93,80.13,2.47,38.23
4617,N,461.7,6.81,5.49,6.86,76.98,80.0,3.71,37.46
4618,N,461.8,6.8,5.48,6.85,77.4,80.2,3.36,37.74
4619,N,461.9,6.83,5.49,6.94,77.29,81.52,4.01,38.37
4620,N,462.0,6.88,5.54,7.0,76.53,82.58,5.29,38.83
4621,N,462.1,6.92,5.59,7.06,76.14,83.69,5.78,38.83
4622,N,462.2,7.0,5.64,7.14,76.36,84.84,5.61,39.48
4623,N,462.3,7.1,5.7,7.3,76.29,84.99,5.81,40.55
4624,N,462.4,7.21,5.74,7.43,75.75,85.31,5.96,41.93
4625,N,462.5,7.26,5.74,7.43,74.92,87.43,5.31,42.23
4626,N,462.6,7.3,5.73,7.41,73.1,89.0,4.2,42.41
4627,N,462.7,7.29,5.67,7.37,71.47,89.31,3.96,42.9
4628,N,462.8,7.23,5.59,7.27,70.38,89.82,2.67,42.9
4629,N,462.9,7.2,5.53,7.22,69.96,89.84,2.3,43.0
4630,N,463.0,7.17,5.48,7.04,70.69,89.82,1.83,42.45
4631,N,463.1,7.12,5.43,6.99,71.19,89.83,3.89,42.26
4632,N,463.2,7.08,5.4,6.86,71.67,90.36,5.28,42.09
4633,N,463.3,7.06,5.4,7.0,72.15,89.88,4.79,42.06
4634,N,463.4,7.09,5.44,7.01,72.04,89.81,4.76,41.47
4635,N,463.5,7.11,5.49,7.1,72.96,90.67,4.6,41.84
4636,N,463.6,7.14,5.56,7.15,74.14,90.56,5.27,41.59
4637,N,463.7,7.17,5.6,7.21,75.03,89.84,5.05,41.58
4638,N,463.8,7.18,5.63,7.26,75.8,89.6,5.49,41.49
4639,N,463.9,7.17,5.65,7.24,76.09,90.03,4.96,41.08
4640,N,464.0,7.15,5.66,7.25,74.8,89.33,4.88,40.89
4641,N,464.1,7.11,5.64,7.19,74.17,88.73,4.62,41.29
4642,N,464.2,7.05,5.62,7.19,74.73,87.94,4.3,41.3
4643,N,464.3,6.98,5.57,7.04,75.62,86.39,4.56,40.67
4644,N,464.4,6.89,5.5,7.0,76.44,85.67,5.29,40.02
4645,N,464.5,6.83,5.45,6.87,77.83,84.97,5.38,39.38
4646,N,464.6,6.83,5.47,6.83,77.88,83.31,6.11,38.57
4647,N,464.7,6.83,5.48,6.94,77.48,82.08,7.75,38.31
4648,N,464.8,6.81,5.46,6.99,77.3,81.35,8.64,38.23
4649,N,464.9,6.8,5.45,6.94,78.06,80.79,8.16,38.34
4650,N,465.0,6.83,5.45,6.89,78.48,80.33,5.77,38.7
4651,N,465.1,6.85,5.44,6.95,78.57,80.26,5.97,39.81
4652,N,465.2,6.9,5.47,7.0,77.46,80.79,5.98,40.76
4653,N,465.3,6.93,5.48,7.03,76.81,80.87,5.25,41.7
4654,N,465.4,6.96,5.47,7.0,76.24,81.23,5.13,42.01
4655,N,465.5,6.97,5.46,7.01,76.36,82.11,5.48,41.94
4656,N,465.6,7.05,5.51,7.04,77.15,82.59,6.19,42.02
4657,N,465.7,7.12,5.54,7.2,77.85,82.66,6.83,43.01
4658,N,465.8,7.15,5.55,7.22,78.56,82.96,6.63,43.2
4659,N,465.9,7.17,5.57,7.2,80.01,82.58,6.95,42.96
4660,N,466.0,7.21,5.59,7.28,79.26,82.38,6.87,43.27
4661,N,466.1,7.24,5.6,7.36,78.11,82.22,7.2,44.17
4662,N,466.2,7.24,5.56,7.29,77.91,82.17,6.31,44.21
4663,N,466.3,7.18,5.49,7.17,77.74,82.49,4.71,43.77
4664,N,466.4,7.13,5.43,7.0,77.07,83.92,4.28,43.08
4665,N,466.5,7.06,5.36,6.89,76.05,85.35,4.14,42.45
4666,N,466.6,7.01,5.32,6.89,75.04,87.1,3.84,42.53
4667,N,466.7,7.01,5.32,6.9,74.1,88.58,3.62,42.44
4668,N,466.8,7.04,5.36,6.9,73.81,89.59,3.6,42.16
4669,N,466.9,7.04,5.41,6.96,74.11,90.29,4.04,42.14
4670,N,467.0,7.11,5.49,7.11,74.01,90.2,4.61,42.02
4671,N,467.1,7.17,5.59,7.18,73.64,89.36,4.02,42.35
4672,N,467.2,7.2,5.66,7.27,74.7,88.88,4.77,42.52
4673,N,467.3,7.17,5.7,7.32,74.97,88.88,6.69,41.92
4674,N,467.4,7.13,5.7,7.27,75.43,88.29,8.21,41.07
4675,N,467.5,7.08,5.69,7.32,76.83,87.65,9.57,40.79
4676,N,467.6,6.98,5.64,7.17,77.79,87.65,9.22,39.61
